course_id,course_name,competency,category,level,delivery_mode,duration_hours,duration_weeks,max_participants,resource_types,prerequisites,certification_offered,start_date,end_date,status,num_qualified_trainers,primary_trainer_id,num_recommended_trainees,total_enrolled,completion_rate_percent,average_course_rating,average_assessment_pass_rate_percent,description
C1404,Python for Meteorology: Case Studies from Indian Meteorology,Python for meteorology,Python for Meteorology,Beginner,Online,16,2,50,PDF; simulation; quiz; field exercise; case study,,False,2026-10-25,2026-11-08,upcoming,5,TRN20260097,7,39,97.4,4.5,81.0,"Python for Meteorology: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for using Python for meteorological data processing, analysis and visualization. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Python for meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1405,Python for Meteorology Data Handling and Quality Control,Python for meteorology,Python for Meteorology,Intermediate,Offline,8,1,20,quiz; live webinar; PDF; video,Basic understanding of Python for meteorology,False,2026-12-09,2026-12-16,upcoming,5,TRN20260097,3,17,98.0,4.6,68.3,"Python for Meteorology Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for using Python for meteorological data processing, analysis and visualization. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Python for meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1406,Python for Meteorology Best Practices,Python for meteorology,Python for Meteorology,Advanced,Hybrid,8,1,25,PDF; case study; video; lab exercise; live webinar,Basic understanding of Python for meteorology,False,2026-09-14,2026-09-21,ongoing,5,TRN20260097,4,24,76.7,4.6,94.5,"Python for Meteorology Best Practices equips IMD personnel with the knowledge and skills required for using Python for meteorological data processing, analysis and visualization. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Python for meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1407,Python for Meteorology in Operational Forecasting,Python for meteorology,Python for Meteorology,Beginner,Online,40,5,40,lab exercise; live webinar; case study; field exercise,,False,2026-06-19,2026-07-24,completed,5,TRN20260097,4,5,81.2,3.2,60.4,"Python for Meteorology in Operational Forecasting equips IMD personnel with the knowledge and skills required for using Python for meteorological data processing, analysis and visualization. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Python for meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1409,Remote Sensing Certification Program,Remote sensing,Remote Sensing,Advanced,Hybrid,24,3,30,video; live webinar; field exercise,Basic understanding of Remote sensing,True,2026-09-24,2026-10-15,upcoming,5,TRN20260160,7,18,66.8,4.4,78.2,Remote Sensing Certification Program equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1411,Advanced Remote Sensing Techniques,Remote sensing,Remote Sensing,Advanced,Offline,12,2,25,live webinar; case study; video,Basic understanding of Remote sensing,True,2026-09-09,2026-09-23,ongoing,5,TRN20260160,8,8,75.4,4.8,92.5,"Advanced Remote Sensing Techniques equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1412,Remote Sensing Data Handling and Quality Control,Remote sensing,Remote Sensing,Advanced,Hybrid,8,1,50,simulation; field exercise; video; lab exercise; live webinar,Basic understanding of Remote sensing,False,2026-04-23,2026-04-30,completed,5,TRN20260160,3,25,93.3,4.4,90.5,Remote Sensing Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1413,Remote Sensing for New Recruits,Remote sensing,Remote Sensing,Beginner,Online,8,1,30,field exercise; video; simulation; live webinar; quiz,,False,2026-11-15,2026-11-22,upcoming,5,TRN20260160,5,24,88.9,4.3,77.7,"Remote Sensing for New Recruits equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1414,Practical Lab: Remote Sensing,Remote sensing,Remote Sensing,Intermediate,Offline,24,3,50,live webinar; simulation; field exercise,Basic understanding of Remote sensing,True,2026-04-26,2026-05-17,completed,5,TRN20260160,3,42,63.3,3.4,83.2,"Practical Lab: Remote Sensing equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1415,Master Class: Remote Sensing,Remote sensing,Remote Sensing,Advanced,Hybrid,24,3,25,quiz; case study; lab exercise; live webinar; simulation,Basic understanding of Remote sensing,False,2026-09-22,2026-10-13,upcoming,5,TRN20260160,4,9,68.4,3.9,97.4,Master Class: Remote Sensing equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1417,Remote Sensing Essentials,Remote sensing,Remote Sensing,Beginner,Offline,12,2,25,lab exercise; field exercise; video; case study; PDF,,True,2026-03-24,2026-04-07,completed,5,TRN20260160,8,19,92.7,4.7,79.3,"Remote Sensing Essentials equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1418,Remote Sensing for Decision Makers,Remote sensing,Remote Sensing,Advanced,Hybrid,32,4,25,lab exercise; PDF; simulation; case study,Basic understanding of Remote sensing,False,2026-06-30,2026-07-28,completed,5,TRN20260160,8,16,56.3,3.4,71.3,Remote Sensing for Decision Makers equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1419,Remote Sensing Workshop,Remote sensing,Remote Sensing,Beginner,Online,8,1,20,lab exercise; case study; PDF,,True,2026-05-13,2026-05-20,completed,5,TRN20260160,4,12,62.7,3.2,92.9,"Remote Sensing Workshop equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1420,Remote Sensing for Field Officers,Remote sensing,Remote Sensing,Intermediate,Offline,40,5,25,PDF; case study; simulation; field exercise,Basic understanding of Remote sensing,True,2026-06-28,2026-08-02,completed,5,TRN20260160,6,7,60.1,4.7,65.1,"Remote Sensing for Field Officers equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1422,Remote Sensing Refresher Course,Remote sensing,Remote Sensing,Beginner,Online,12,2,20,PDF; simulation; quiz; lab exercise,,True,2026-10-14,2026-10-28,upcoming,5,TRN20260160,8,20,85.8,4.0,70.5,"Remote Sensing Refresher Course equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1423,Remote Sensing Bootcamp,Remote sensing,Remote Sensing,Intermediate,Offline,12,2,25,simulation; field exercise; PDF,Basic understanding of Remote sensing,False,2026-11-05,2026-11-19,upcoming,5,TRN20260160,6,13,78.7,3.4,63.3,"Remote Sensing Bootcamp equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1426,Remote Sensing: Core Concepts,Remote sensing,Remote Sensing,Intermediate,Offline,32,4,30,case study; field exercise; live webinar,Basic understanding of Remote sensing,True,2026-10-12,2026-11-09,upcoming,5,TRN20260160,8,20,83.1,4.9,97.1,"Remote Sensing: Core Concepts equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1427,Remote Sensing Best Practices,Remote sensing,Remote Sensing,Advanced,Hybrid,12,2,25,lab exercise; quiz; field exercise; live webinar,Basic understanding of Remote sensing,True,2026-09-30,2026-10-14,upcoming,5,TRN20260160,6,18,64.0,4.0,81.8,Remote Sensing Best Practices equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1428,Remote Sensing in Operational Forecasting,Remote sensing,Remote Sensing,Beginner,Online,24,3,25,video; lab exercise; live webinar; case study,,True,2026-06-02,2026-06-23,completed,5,TRN20260160,5,14,69.0,3.2,90.6,"Remote Sensing in Operational Forecasting equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1429,Specialized Remote Sensing Training,Remote sensing,Remote Sensing,Intermediate,Offline,16,2,50,field exercise; lab exercise; PDF; simulation; video,Basic understanding of Remote sensing,True,2026-11-28,2026-12-12,upcoming,5,TRN20260160,7,10,62.4,4.3,66.9,"Specialized Remote Sensing Training equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1430,Hands-on Remote Sensing,Remote sensing,Remote Sensing,Advanced,Hybrid,12,2,25,field exercise; case study; PDF,Basic understanding of Remote sensing,False,2026-10-19,2026-11-02,upcoming,5,TRN20260160,4,6,70.9,3.2,72.7,Hands-on Remote Sensing equips IMD personnel with the knowledge and skills required for remote sensing principles and applications for atmospheric and land-surface monitoring. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Remote sensing' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1432,Specialized Hydrometeorology Training,Hydrometeorology,Hydrometeorology,Intermediate,Offline,32,4,50,PDF; live webinar; field exercise; simulation,Basic understanding of Hydrometeorology,True,2026-07-30,2026-08-27,completed,5,TRN20260230,6,37,88.0,3.8,77.6,"Specialized Hydrometeorology Training equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1433,Applied Hydrometeorology,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,24,3,20,video; simulation; live webinar; lab exercise,Basic understanding of Hydrometeorology,False,2026-11-15,2026-12-06,upcoming,5,TRN20260230,6,13,59.9,4.8,72.8,"Applied Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1435,Hydrometeorology for Regional Centres,Hydrometeorology,Hydrometeorology,Intermediate,Offline,8,1,20,quiz; PDF; lab exercise; case study; field exercise,Basic understanding of Hydrometeorology,False,2026-05-14,2026-05-21,completed,5,TRN20260230,4,6,91.0,4.6,85.0,"Hydrometeorology for Regional Centres equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1436,Hydrometeorology Capstone Project,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,32,4,30,video; quiz; simulation; live webinar,Basic understanding of Hydrometeorology,True,2026-04-24,2026-05-22,completed,5,TRN20260230,6,18,56.2,3.2,92.0,"Hydrometeorology Capstone Project equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1437,Hydrometeorology in Operational Forecasting,Hydrometeorology,Hydrometeorology,Beginner,Online,8,1,25,case study; video; lab exercise; quiz; field exercise,,False,2026-09-21,2026-09-28,upcoming,5,TRN20260230,5,17,95.4,3.4,68.3,"Hydrometeorology in Operational Forecasting equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1438,Hydrometeorology Refresher Course,Hydrometeorology,Hydrometeorology,Intermediate,Offline,12,2,20,live webinar; video; lab exercise; PDF,Basic understanding of Hydrometeorology,True,2026-05-14,2026-05-28,completed,5,TRN20260230,6,11,72.7,4.5,79.5,"Hydrometeorology Refresher Course equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1439,Hydrometeorology Certification Program,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,16,2,20,live webinar; simulation; field exercise; lab exercise; PDF,Basic understanding of Hydrometeorology,True,2026-07-20,2026-08-03,completed,5,TRN20260230,5,5,81.2,4.2,74.9,"Hydrometeorology Certification Program equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1440,Hydrometeorology for Field Officers,Hydrometeorology,Hydrometeorology,Beginner,Online,12,2,20,PDF; case study; simulation; lab exercise; live webinar,,False,2026-11-05,2026-11-19,upcoming,5,TRN20260230,7,9,71.2,4.3,69.3,"Hydrometeorology for Field Officers equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1441,Master Class: Hydrometeorology,Hydrometeorology,Hydrometeorology,Intermediate,Offline,12,2,30,video; quiz; lab exercise; case study,Basic understanding of Hydrometeorology,True,2026-07-28,2026-08-11,completed,5,TRN20260230,3,12,63.9,3.3,95.8,"Master Class: Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1442,Intermediate Hydrometeorology,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,24,3,40,live webinar; PDF; lab exercise; video; quiz,Basic understanding of Hydrometeorology,True,2026-07-05,2026-07-26,completed,5,TRN20260230,6,10,62.5,4.1,91.0,"Intermediate Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1444,Hydrometeorology Best Practices,Hydrometeorology,Hydrometeorology,Intermediate,Offline,8,1,30,field exercise; PDF; lab exercise; live webinar,Basic understanding of Hydrometeorology,True,2026-08-23,2026-08-30,completed,5,TRN20260230,6,29,71.4,4.7,89.6,"Hydrometeorology Best Practices equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1445,Hydrometeorology: Tools and Applications,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,24,3,25,field exercise; lab exercise; case study; simulation,Basic understanding of Hydrometeorology,True,2026-06-28,2026-07-19,completed,5,TRN20260230,5,15,60.9,4.0,66.0,"Hydrometeorology: Tools and Applications equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1446,Introduction to Hydrometeorology,Hydrometeorology,Hydrometeorology,Beginner,Online,8,1,50,live webinar; lab exercise; field exercise; simulation; quiz,,False,2026-11-01,2026-11-08,upcoming,5,TRN20260230,8,12,71.5,4.2,67.6,"Introduction to Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1448,Advanced Hydrometeorology Techniques,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,12,2,50,case study; video; field exercise; live webinar; lab exercise,Basic understanding of Hydrometeorology,False,2026-10-04,2026-10-18,upcoming,5,TRN20260230,6,32,65.9,3.7,97.7,"Advanced Hydrometeorology Techniques equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1450,Hands-on Hydrometeorology,Hydrometeorology,Hydrometeorology,Intermediate,Offline,24,3,40,quiz; live webinar; lab exercise; PDF; simulation,Basic understanding of Hydrometeorology,True,2026-06-26,2026-07-17,completed,5,TRN20260230,5,37,95.8,4.0,91.8,"Hands-on Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1451,Practical Lab: Hydrometeorology,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,8,1,25,quiz; field exercise; lab exercise,Basic understanding of Hydrometeorology,False,2026-11-22,2026-11-29,upcoming,5,TRN20260230,6,8,66.9,3.8,82.8,"Practical Lab: Hydrometeorology equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1453,Hydrometeorology for New Recruits,Hydrometeorology,Hydrometeorology,Beginner,Offline,16,2,30,lab exercise; case study; live webinar; simulation,,True,2026-06-02,2026-06-16,completed,5,TRN20260230,6,19,92.4,3.9,92.6,"Hydrometeorology for New Recruits equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1454,Hydrometeorology Data Handling and Quality Control,Hydrometeorology,Hydrometeorology,Advanced,Hybrid,24,3,20,quiz; live webinar; PDF; case study; lab exercise,Basic understanding of Hydrometeorology,True,2026-11-05,2026-11-26,upcoming,5,TRN20260230,7,16,92.6,4.8,88.7,"Hydrometeorology Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1455,Hydrometeorology Workshop,Hydrometeorology,Hydrometeorology,Beginner,Online,24,3,40,PDF; case study; lab exercise; live webinar,,False,2026-12-28,2027-01-18,upcoming,5,TRN20260230,8,37,56.4,4.0,63.4,"Hydrometeorology Workshop equips IMD personnel with the knowledge and skills required for rainfall-runoff modelling, flood forecasting and hydrometeorological data analysis. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Hydrometeorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1456,Practical Lab: Disaster Risk Communication,Disaster risk communication,Disaster Risk Communication,Intermediate,Offline,32,4,20,live webinar; PDF; case study; lab exercise; video,Basic understanding of Disaster risk communication,True,2026-05-26,2026-06-23,completed,5,TRN20260113,5,15,88.2,4.6,96.4,"Practical Lab: Disaster Risk Communication equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1457,Disaster Risk Communication in Operational Forecasting,Disaster risk communication,Disaster Risk Communication,Advanced,Hybrid,8,1,40,simulation; case study; PDF,Basic understanding of Disaster risk communication,False,2026-04-09,2026-04-16,completed,5,TRN20260113,5,14,87.1,4.6,92.3,Disaster Risk Communication in Operational Forecasting equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1458,Disaster Risk Communication: Case Studies from Indian Meteorology,Disaster risk communication,Disaster Risk Communication,Beginner,Online,16,2,50,PDF; case study; live webinar; quiz; lab exercise,,False,2026-06-22,2026-07-06,completed,5,TRN20260113,8,19,85.1,3.3,93.8,"Disaster Risk Communication: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1460,Disaster Risk Communication Refresher Course,Disaster risk communication,Disaster Risk Communication,Advanced,Hybrid,8,1,25,video; field exercise; live webinar; case study,Basic understanding of Disaster risk communication,False,2026-03-27,2026-04-03,completed,5,TRN20260113,6,9,64.0,4.6,67.6,Disaster Risk Communication Refresher Course equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1461,Disaster Risk Communication for Decision Makers,Disaster risk communication,Disaster Risk Communication,Beginner,Online,32,4,50,case study; lab exercise; field exercise,,True,2026-10-15,2026-11-12,upcoming,5,TRN20260113,8,37,83.0,4.2,97.8,"Disaster Risk Communication for Decision Makers equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1462,Hands-on Disaster Risk Communication,Disaster risk communication,Disaster Risk Communication,Intermediate,Offline,8,1,20,field exercise; lab exercise; case study,Basic understanding of Disaster risk communication,True,2026-12-08,2026-12-15,upcoming,5,TRN20260113,8,5,60.2,3.3,79.1,"Hands-on Disaster Risk Communication equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
